,city,year,weekofyear,total_cases,week_start_date
961,iq,2001,19,0,2001-05-07
962,iq,2001,20,0,2001-05-14
963,iq,2001,21,1,2001-05-21
964,iq,2001,22,1,2001-05-28
965,iq,2001,23,0,2001-06-04
966,iq,2001,24,0,2001-06-11
967,iq,2001,25,1,2001-06-18
968,iq,2001,26,0,2001-06-25
969,iq,2001,27,0,2001-07-02
970,iq,2001,28,0,2001-07-09
971,iq,2001,29,0,2001-07-16
972,iq,2001,30,0,2001-07-23
973,iq,2001,31,0,2001-07-30
974,iq,2001,32,0,2001-08-06
975,iq,2001,33,0,2001-08-13
976,iq,2001,34,0,2001-08-20
977,iq,2001,35,0,2001-08-27
978,iq,2001,36,0,2001-09-03
979,iq,2001,37,0,2001-09-10
980,iq,2001,38,0,2001-09-17
981,iq,2001,39,0,2001-09-24
982,iq,2001,40,0,2001-10-01
983,iq,2001,41,0,2001-10-08
984,iq,2001,42,0,2001-10-15
985,iq,2001,43,0,2001-10-22
986,iq,2001,44,0,2001-10-29
987,iq,2001,45,0,2001-11-05
988,iq,2001,46,0,2001-11-12
989,iq,2001,47,1,2001-11-19
990,iq,2001,48,1,2001-11-26
991,iq,2001,49,1,2001-12-03
992,iq,2001,50,2,2001-12-10
993,iq,2001,51,4,2001-12-17
994,iq,2001,52,1,2001-12-24
995,iq,2002,1,4,2002-01-01
996,iq,2002,2,11,2002-01-08
997,iq,2002,3,16,2002-01-15
998,iq,2002,4,23,2002-01-22
999,iq,2002,6,14,2002-02-05
1000,iq,2002,7,18,2002-02-12
1001,iq,2002,8,8,2002-02-19
1002,iq,2002,9,7,2002-02-26
1003,iq,2002,10,10,2002-03-05
1004,iq,2002,11,7,2002-03-12
1005,iq,2002,12,10,2002-03-19
1006,iq,2002,13,5,2002-03-26
1007,iq,2002,14,11,2002-04-02
1008,iq,2002,15,8,2002-04-09
1009,iq,2002,16,18,2002-04-16
1010,iq,2002,17,13,2002-04-23
1011,iq,2002,18,9,2002-04-30
1012,iq,2002,19,22,2002-05-07
1013,iq,2002,20,10,2002-05-14
1014,iq,2002,21,5,2002-05-21
1015,iq,2002,22,13,2002-05-28
1016,iq,2002,23,2,2002-06-04
1017,iq,2002,24,11,2002-06-11
1018,iq,2002,25,11,2002-06-18
1019,iq,2002,26,3,2002-06-25
1020,iq,2002,27,7,2002-07-02
1021,iq,2002,28,7,2002-07-09
1022,iq,2002,29,4,2002-07-16
1023,iq,2002,30,5,2002-07-23
1024,iq,2002,31,6,2002-07-30
1025,iq,2002,32,7,2002-08-06
1026,iq,2002,33,7,2002-08-13
1027,iq,2002,34,4,2002-08-20
1028,iq,2002,35,9,2002-08-27
1029,iq,2002,36,17,2002-09-03
1030,iq,2002,37,8,2002-09-10
1031,iq,2002,38,22,2002-09-17
1032,iq,2002,39,18,2002-09-24
1033,iq,2002,40,21,2002-10-01
1034,iq,2002,41,16,2002-10-08
1035,iq,2002,42,31,2002-10-15
1036,iq,2002,43,25,2002-10-22
1037,iq,2002,44,28,2002-10-29
1038,iq,2002,45,26,2002-11-05
1039,iq,2002,46,18,2002-11-12
1040,iq,2002,47,27,2002-11-19
1041,iq,2002,48,11,2002-11-26
1042,iq,2002,49,38,2002-12-03
1043,iq,2002,50,29,2002-12-10
1044,iq,2002,51,21,2002-12-17
1045,iq,2002,52,11,2002-12-24
1046,iq,2003,1,10,2003-01-01
1047,iq,2003,2,5,2003-01-08
1048,iq,2003,3,6,2003-01-15
1049,iq,2003,4,2,2003-01-22
1050,iq,2003,5,1,2003-01-29
1051,iq,2003,6,2,2003-02-05
1052,iq,2003,7,2,2003-02-12
1053,iq,2003,8,3,2003-02-19
1054,iq,2003,9,5,2003-02-26
1055,iq,2003,10,1,2003-03-05
1056,iq,2003,11,4,2003-03-12
1057,iq,2003,12,2,2003-03-19
1058,iq,2003,13,4,2003-03-26
1059,iq,2003,14,0,2003-04-02
1060,iq,2003,15,0,2003-04-09
1061,iq,2003,16,0,2003-04-16
1062,iq,2003,17,0,2003-04-23
1063,iq,2003,18,1,2003-04-30
1064,iq,2003,19,1,2003-05-07
1065,iq,2003,20,1,2003-05-14
1066,iq,2003,21,1,2003-05-21
1067,iq,2003,22,1,2003-05-28
1068,iq,2003,23,2,2003-06-04
1069,iq,2003,24,3,2003-06-11
1070,iq,2003,25,4,2003-06-18
1071,iq,2003,26,6,2003-06-25
1072,iq,2003,27,2,2003-07-02
1073,iq,2003,28,2,2003-07-09
1074,iq,2003,29,5,2003-07-16
1075,iq,2003,30,1,2003-07-23
1076,iq,2003,31,1,2003-07-30
1077,iq,2003,32,0,2003-08-06
1078,iq,2003,33,0,2003-08-13
1079,iq,2003,34,0,2003-08-20
1080,iq,2003,35,0,2003-08-27
1081,iq,2003,36,2,2003-09-03
1082,iq,2003,37,0,2003-09-10
1083,iq,2003,38,3,2003-09-17
1084,iq,2003,39,0,2003-09-24
1085,iq,2003,40,0,2003-10-01
1086,iq,2003,41,0,2003-10-08
1087,iq,2003,42,2,2003-10-15
1088,iq,2003,43,2,2003-10-22
1089,iq,2003,44,3,2003-10-29
1090,iq,2003,45,3,2003-11-05
1091,iq,2003,46,3,2003-11-12
1092,iq,2003,47,1,2003-11-19
1093,iq,2003,48,2,2003-11-26
1094,iq,2003,49,3,2003-12-03
1095,iq,2003,50,6,2003-12-10
1096,iq,2003,51,5,2003-12-17
1097,iq,2003,52,1,2003-12-24
1098,iq,2004,1,4,2004-01-01
1099,iq,2004,2,5,2004-01-08
1100,iq,2004,3,8,2004-01-15
1101,iq,2004,4,5,2004-01-22
1102,iq,2004,5,2,2004-01-29
1103,iq,2004,6,3,2004-02-05
1104,iq,2004,7,3,2004-02-12
1105,iq,2004,8,1,2004-02-19
1106,iq,2004,9,6,2004-02-26
1107,iq,2004,10,4,2004-03-04
1108,iq,2004,11,1,2004-03-11
1109,iq,2004,12,2,2004-03-18
1110,iq,2004,13,3,2004-03-25
1111,iq,2004,14,1,2004-04-01
1112,iq,2004,15,8,2004-04-08
1113,iq,2004,16,4,2004-04-15
1114,iq,2004,17,6,2004-04-22
1115,iq,2004,18,7,2004-04-29
1116,iq,2004,19,5,2004-05-06
1117,iq,2004,20,8,2004-05-13
1118,iq,2004,21,6,2004-05-20
1119,iq,2004,22,5,2004-05-27
1120,iq,2004,23,6,2004-06-03
1121,iq,2004,24,6,2004-06-10
1122,iq,2004,25,13,2004-06-17
1123,iq,2004,26,2,2004-06-24
1124,iq,2004,27,10,2004-07-01
1125,iq,2004,28,3,2004-07-08
1126,iq,2004,29,12,2004-07-15
1127,iq,2004,30,7,2004-07-22
1128,iq,2004,31,6,2004-07-29
1129,iq,2004,32,5,2004-08-05
1130,iq,2004,33,6,2004-08-12
1131,iq,2004,34,6,2004-08-19
1132,iq,2004,35,6,2004-08-26
1133,iq,2004,36,8,2004-09-02
1134,iq,2004,37,6,2004-09-09
1135,iq,2004,38,9,2004-09-16
1136,iq,2004,39,12,2004-09-23
1137,iq,2004,40,19,2004-09-30
1138,iq,2004,41,8,2004-10-07
1139,iq,2004,42,16,2004-10-14
1140,iq,2004,43,21,2004-10-21
1141,iq,2004,44,6,2004-10-28
1142,iq,2004,45,22,2004-11-04
1143,iq,2004,46,37,2004-11-11
1144,iq,2004,47,33,2004-11-18
1145,iq,2004,48,18,2004-11-25
1146,iq,2004,49,83,2004-12-02
1147,iq,2004,50,116,2004-12-09
1148,iq,2004,51,32,2004-12-16
1149,iq,2004,52,7,2004-12-23
1150,iq,2005,1,10,2005-01-08
1151,iq,2005,2,5,2005-01-15
1152,iq,2005,3,8,2005-01-22
1153,iq,2005,4,7,2005-01-29
1154,iq,2005,5,8,2005-02-05
1155,iq,2005,6,11,2005-02-12
1156,iq,2005,7,6,2005-02-19
1157,iq,2005,8,7,2005-02-26
1158,iq,2005,9,7,2005-03-05
1159,iq,2005,10,14,2005-03-12
1160,iq,2005,11,7,2005-03-19
1161,iq,2005,12,9,2005-03-26
1162,iq,2005,13,13,2005-04-02
1163,iq,2005,14,16,2005-04-09
1164,iq,2005,15,7,2005-04-16
1165,iq,2005,16,9,2005-04-23
1166,iq,2005,17,2,2005-04-30
1167,iq,2005,18,13,2005-05-07
1168,iq,2005,19,8,2005-05-14
1169,iq,2005,20,3,2005-05-21
1170,iq,2005,21,5,2005-05-28
1171,iq,2005,22,4,2005-06-04
1172,iq,2005,23,8,2005-06-11
1173,iq,2005,24,2,2005-06-18
1174,iq,2005,25,3,2005-06-25
1175,iq,2005,26,5,2005-07-02
1176,iq,2005,27,7,2005-07-09
1177,iq,2005,28,3,2005-07-16
1178,iq,2005,29,5,2005-07-23
1179,iq,2005,30,6,2005-07-30
1180,iq,2005,31,5,2005-08-06
1181,iq,2005,32,5,2005-08-13
1182,iq,2005,33,4,2005-08-20
1183,iq,2005,34,0,2005-08-27
1184,iq,2005,35,0,2005-09-03
1185,iq,2005,36,0,2005-09-10
1186,iq,2005,37,0,2005-09-17
1187,iq,2005,38,0,2005-09-24
1188,iq,2005,39,2,2005-10-01
1189,iq,2005,40,4,2005-10-08
1190,iq,2005,41,4,2005-10-15
1191,iq,2005,42,3,2005-10-22
1192,iq,2005,43,3,2005-10-29
1193,iq,2005,44,5,2005-11-05
1194,iq,2005,45,6,2005-11-12
1195,iq,2005,46,14,2005-11-19
1196,iq,2005,47,3,2005-11-26
1197,iq,2005,48,7,2005-12-03
1198,iq,2005,49,11,2005-12-10
1199,iq,2005,50,2,2005-12-17
1200,iq,2005,51,6,2005-12-24
1201,iq,2006,52,8,2006-01-01
1202,iq,2006,1,25,2006-01-08
1203,iq,2006,2,21,2006-01-15
1204,iq,2006,3,10,2006-01-22
1205,iq,2006,4,28,2006-01-29
1206,iq,2006,5,39,2006-02-05
1207,iq,2006,6,20,2006-02-12
1208,iq,2006,7,24,2006-02-19
1209,iq,2006,8,28,2006-02-26
1210,iq,2006,9,26,2006-03-05
1211,iq,2006,10,8,2006-03-12
1212,iq,2006,11,9,2006-03-19
1213,iq,2006,12,12,2006-03-26
1214,iq,2006,13,18,2006-04-02
1215,iq,2006,14,9,2006-04-09
1216,iq,2006,15,9,2006-04-16
1217,iq,2006,16,6,2006-04-23
1218,iq,2006,17,6,2006-04-30
1219,iq,2006,18,8,2006-05-07
1220,iq,2006,19,5,2006-05-14
1221,iq,2006,20,7,2006-05-21
1222,iq,2006,21,6,2006-05-28
1223,iq,2006,22,5,2006-06-04
1224,iq,2006,23,3,2006-06-11
1225,iq,2006,24,1,2006-06-18
1226,iq,2006,25,0,2006-06-25
1227,iq,2006,26,1,2006-07-02
1228,iq,2006,27,2,2006-07-09
1229,iq,2006,28,3,2006-07-16
1230,iq,2006,29,2,2006-07-23
1231,iq,2006,30,2,2006-07-30
1232,iq,2006,31,2,2006-08-06
1233,iq,2006,32,2,2006-08-13
1234,iq,2006,33,2,2006-08-20
1235,iq,2006,34,4,2006-08-27
1236,iq,2006,35,0,2006-09-03
1237,iq,2006,36,6,2006-09-10
1238,iq,2006,37,3,2006-09-17
1239,iq,2006,38,2,2006-09-24
1240,iq,2006,39,6,2006-10-01
1241,iq,2006,40,2,2006-10-08
1242,iq,2006,41,7,2006-10-15
1243,iq,2006,42,4,2006-10-22
1244,iq,2006,43,6,2006-10-29
1245,iq,2006,44,6,2006-11-05
1246,iq,2006,45,2,2006-11-12
1247,iq,2006,46,13,2006-11-19
1248,iq,2006,47,10,2006-11-26
1249,iq,2006,48,5,2006-12-03
1250,iq,2006,49,2,2006-12-10
1251,iq,2006,50,0,2006-12-17
1252,iq,2006,51,1,2006-12-24
1253,iq,2007,1,0,2007-01-01
1254,iq,2007,2,14,2007-01-08
1255,iq,2007,3,6,2007-01-15
1256,iq,2007,4,10,2007-01-22
1257,iq,2007,5,5,2007-01-29
1258,iq,2007,6,12,2007-02-05
1259,iq,2007,7,9,2007-02-12
1260,iq,2007,8,5,2007-02-19
1261,iq,2007,9,11,2007-02-26
1262,iq,2007,10,2,2007-03-05
1263,iq,2007,11,6,2007-03-12
1264,iq,2007,12,7,2007-03-19
1265,iq,2007,13,6,2007-03-26
1266,iq,2007,14,5,2007-04-02
1267,iq,2007,15,9,2007-04-09
1268,iq,2007,16,5,2007-04-16
1269,iq,2007,17,8,2007-04-23
1270,iq,2007,18,3,2007-04-30
1271,iq,2007,19,4,2007-05-07
1272,iq,2007,20,11,2007-05-14
1273,iq,2007,21,5,2007-05-21
1274,iq,2007,22,8,2007-05-28
1275,iq,2007,23,4,2007-06-04
1276,iq,2007,24,3,2007-06-11
1277,iq,2007,25,1,2007-06-18
1278,iq,2007,26,2,2007-06-25
1279,iq,2007,27,3,2007-07-02
1280,iq,2007,28,4,2007-07-09
1281,iq,2007,29,1,2007-07-16
1282,iq,2007,30,8,2007-07-23
1283,iq,2007,31,5,2007-07-30
1284,iq,2007,32,3,2007-08-06
1285,iq,2007,33,2,2007-08-13
1286,iq,2007,34,7,2007-08-20
1287,iq,2007,35,1,2007-08-27
1288,iq,2007,36,6,2007-09-03
1289,iq,2007,37,7,2007-09-10
1290,iq,2007,38,5,2007-09-17
1291,iq,2007,39,2,2007-09-24
1292,iq,2007,40,6,2007-10-01
1293,iq,2007,41,11,2007-10-08
1294,iq,2007,42,6,2007-10-15
1295,iq,2007,43,3,2007-10-22
1296,iq,2007,44,11,2007-10-29
1297,iq,2007,45,11,2007-11-05
1298,iq,2007,46,5,2007-11-12
1299,iq,2007,47,4,2007-11-19
1300,iq,2007,48,9,2007-11-26
1301,iq,2007,49,23,2007-12-03
1302,iq,2007,50,28,2007-12-10
1303,iq,2007,51,26,2007-12-17
1304,iq,2007,52,7,2007-12-24
1305,iq,2008,1,29,2008-01-01
1306,iq,2008,2,58,2008-01-08
1307,iq,2008,3,26,2008-01-15
1308,iq,2008,4,38,2008-01-22
1309,iq,2008,5,35,2008-01-29
1310,iq,2008,6,37,2008-02-05
1311,iq,2008,7,20,2008-02-12
1312,iq,2008,8,29,2008-02-19
1313,iq,2008,9,25,2008-02-26
1314,iq,2008,10,23,2008-03-04
1315,iq,2008,11,9,2008-03-11
1316,iq,2008,12,3,2008-03-18
1317,iq,2008,13,6,2008-03-25
1318,iq,2008,14,6,2008-04-01
1319,iq,2008,15,3,2008-04-08
1320,iq,2008,16,1,2008-04-15
1321,iq,2008,17,3,2008-04-22
1322,iq,2008,18,1,2008-04-29
1323,iq,2008,19,1,2008-05-06
1324,iq,2008,20,0,2008-05-13
1325,iq,2008,21,2,2008-05-20
1326,iq,2008,22,1,2008-05-27
1327,iq,2008,23,1,2008-06-03
1328,iq,2008,24,0,2008-06-10
1329,iq,2008,25,0,2008-06-17
1330,iq,2008,26,1,2008-06-24
1331,iq,2008,27,0,2008-07-01
1332,iq,2008,28,3,2008-07-08
1333,iq,2008,29,3,2008-07-15
1334,iq,2008,30,1,2008-07-22
1335,iq,2008,31,5,2008-07-29
1336,iq,2008,32,2,2008-08-05
1337,iq,2008,33,5,2008-08-12
1338,iq,2008,34,5,2008-08-19
1339,iq,2008,35,5,2008-08-26
1340,iq,2008,36,9,2008-09-02
1341,iq,2008,37,17,2008-09-09
1342,iq,2008,38,19,2008-09-16
1343,iq,2008,39,25,2008-09-23
1344,iq,2008,40,45,2008-09-30
1345,iq,2008,41,34,2008-10-07
1346,iq,2008,42,63,2008-10-14
1347,iq,2008,43,44,2008-10-21
1348,iq,2008,44,50,2008-10-28
1349,iq,2008,45,35,2008-11-04
1350,iq,2008,46,16,2008-11-11
1351,iq,2008,47,16,2008-11-18
1352,iq,2008,48,13,2008-11-25
1353,iq,2008,49,9,2008-12-02
1354,iq,2008,50,15,2008-12-09
1355,iq,2008,51,4,2008-12-16
1356,iq,2008,52,0,2008-12-23
1357,iq,2009,1,1,2009-01-01
1358,iq,2009,2,10,2009-01-08
1359,iq,2009,3,11,2009-01-15
1360,iq,2009,4,29,2009-01-22
1361,iq,2009,5,35,2009-01-29
1362,iq,2009,6,30,2009-02-05
1363,iq,2009,7,20,2009-02-12
1364,iq,2009,8,21,2009-02-19
1365,iq,2009,9,12,2009-02-26
1366,iq,2009,10,9,2009-03-05
1367,iq,2009,11,11,2009-03-12
1368,iq,2009,12,9,2009-03-19
1369,iq,2009,13,5,2009-03-26
1370,iq,2009,14,11,2009-04-02
1371,iq,2009,15,3,2009-04-09
1372,iq,2009,16,5,2009-04-16
1373,iq,2009,17,5,2009-04-23
1374,iq,2009,18,4,2009-04-30
1375,iq,2009,19,4,2009-05-07
1376,iq,2009,20,1,2009-05-14
1377,iq,2009,21,0,2009-05-21
1378,iq,2009,22,2,2009-05-28
1379,iq,2009,23,3,2009-06-04
1380,iq,2009,24,3,2009-06-11
1381,iq,2009,25,5,2009-06-18
1382,iq,2009,26,2,2009-06-25
1383,iq,2009,27,1,2009-07-02
1384,iq,2009,28,2,2009-07-09
1385,iq,2009,29,0,2009-07-16
1386,iq,2009,30,0,2009-07-23
1387,iq,2009,31,3,2009-07-30
1388,iq,2009,32,5,2009-08-06
1389,iq,2009,33,5,2009-08-13
1390,iq,2009,34,7,2009-08-20
1391,iq,2009,35,5,2009-08-27
1392,iq,2009,36,2,2009-09-03
1393,iq,2009,37,2,2009-09-10
1394,iq,2009,38,2,2009-09-17
1395,iq,2009,39,0,2009-09-24
1396,iq,2009,40,2,2009-10-01
1397,iq,2009,41,1,2009-10-08
1398,iq,2009,42,1,2009-10-15
1399,iq,2009,43,2,2009-10-22
1400,iq,2009,44,2,2009-10-29
1401,iq,2009,45,3,2009-11-05
1402,iq,2009,46,9,2009-11-12
1403,iq,2009,47,5,2009-11-19
1404,iq,2009,48,5,2009-11-26
1405,iq,2009,49,4,2009-12-03
1406,iq,2009,50,4,2009-12-10
1407,iq,2009,51,1,2009-12-17
1408,iq,2009,52,0,2009-12-24
1409,iq,2010,1,10,2010-01-08
1410,iq,2010,2,9,2010-01-15
1411,iq,2010,3,17,2010-01-22
1412,iq,2010,4,16,2010-01-29
1413,iq,2010,5,11,2010-02-05
1414,iq,2010,6,12,2010-02-12
1415,iq,2010,7,19,2010-02-19
1416,iq,2010,8,15,2010-02-26
1417,iq,2010,9,12,2010-03-05
1418,iq,2010,10,12,2010-03-12
1419,iq,2010,11,16,2010-03-19
1420,iq,2010,12,9,2010-03-26
1421,iq,2010,13,4,2010-04-02
1422,iq,2010,14,9,2010-04-09
1423,iq,2010,15,6,2010-04-16
1424,iq,2010,16,8,2010-04-23
1425,iq,2010,17,4,2010-04-30
1426,iq,2010,18,2,2010-05-07
1427,iq,2010,19,7,2010-05-14
1428,iq,2010,20,6,2010-05-21
1429,iq,2010,21,5,2010-05-28
1430,iq,2010,22,8,2010-06-04
1431,iq,2010,23,1,2010-06-11
1432,iq,2010,24,1,2010-06-18
1433,iq,2010,25,4,2010-06-25
